,SL NO,NEWSPAPER NAME,LANGUAGE,PERIODICITY,PUBLICATION CITY,COMMITMENT AMOUNT,Unnamed: 0,Unnamed: 1
2,2047.0,GOOD EVENING,HINDI,DAILY(E),BHOPAL,0,"71,937","4,541"
3,2048.0,HAMARA METRO,HINDI,DAILY(M),BHOPAL,"30,065","66,278","3,183"
4,2049.0,HAR PAHAR,HINDI,DAILY(M),BHOPAL,0,0,"31,438"
5,2050.0,HARI BHOOMI,HINDI,DAILY(M),BHOPAL,"539,408","1,463,868","721,540"
6,2051.0,HINDI ACTION,HINDI,DAILY(M),BHOPAL,"12,822","20,783","14,237"
7,2052.0,HINDUSTAN EXPRESS,HINDI,DAILY(M),BHOPAL,0,0,"56,215"
8,2053.0,IDEAL TIMES,HINDI,DAILY(M),BHOPAL,"22,089","20,142",0
9,2054.0,INDEPENDENT MAIL,HINDI,DAILY(M),BHOPAL,0,"4,541","4,541"
10,2055.0,INDIA CIRCULATION,HINDI,DAILY(E),BHOPAL,"7,568","20,783","6,143"
11,2056.0,JAN CHINGARI,HINDI,DAILY(M),BHOPAL,"22,016","30,716",0
12,2057.0,JAN JAN JAGRAN,HINDI,DAILY(M),BHOPAL,0,"88,103","152,803"
13,2058.0,JAN PATTA,HINDI,WEEKLY,BHOPAL,0,"7,786","6,467"
14,2059.0,JANKALYAN MAIL,HINDI,WEEKLY,BHOPAL,0,"7,786",0
15,2060.0,JANTA KA CHALLENGE,HINDI,MONTHLY,BHOPAL,0,"8,302","6,514"
16,2061.0,JUSTICE OF WORLD,HINDI,DAILY(M),BHOPAL,"11,602","31,856","9,413"
17,2062.0,KAUSAR,HINDI,DAILY(M),BHOPAL,"311,851",0,"6,143"
18,2063.0,KHABARYAAR,HINDI,WEEKLY,BHOPAL,0,"6,496","6,467"
19,2064.0,KHABARYAAR,ENGLISH,WEEKLY,BHOPAL,0,"6,496","6,467"
20,2065.0,KHABRON KI BAAT,HINDI,WEEKLY,BHOPAL,0,"7,786","4,865"
21,2066.0,KRANTI PRAVAKTA,HINDI,DAILY EXCEPTSUNDAY,BHOPAL,"5,593","15,360","6,143"
22,2067.0,KRANTI PRAVAKTA,HINDI,WEEKLY,BHOPAL,0,"6,496",0
23,2068.0,KRISHAK JAGAT,HINDI,WEEKLY,BHOPAL,0,"22,163","11,543"
24,2069.0,KRISHAK SAMRUDDHI,HINDI,MONTHLY,BHOPAL,0,"6,864",0
25,2070.0,LN STAR,HINDI,WEEKLY,BHOPAL,0,"18,694","8,120"
26,2071.0,LOK MAYA,HINDI,DAILY(M),BHOPAL,"21,410","30,239","23,388"
27,2072.0,LOKANCHAL,GONDI,WEEKLY,BHOPAL,0,"6,496","8,120"
28,2073.0,LOKDESH,HINDI,DAILY(M),BHOPAL,0,"295,244","41,568"
29,2074.0,LOKOTTAR,HINDI,DAILY EXCEPTSUNDAY,BHOPAL,"73,888","26,376","7,796"
30,2075.0,M.P.PANCH DRASTI,HINDI,WEEKLY,BHOPAL,0,"3,893",0
31,2076.0,MADHU SANDESH,HINDI,WEEKLY,BHOPAL,0,"7,786",0
32,2077.0,MADHYA SWADESH,HINDI,DAILY(M),BHOPAL,0,"17,390","34,591"
33,2078.0,MADHYAMATI,HINDI,WEEKLY,BHOPAL,0,"6,496",0
34,2079.0,MADHYARAJYA,HINDI,DAILY(M),BHOPAL,"96,413","26,793","53,116"
35,2080.0,MAHANAGAR TIMES,HINDI,DAILY(M),BHOPAL,0,0,"34,108"
36,2081.0,MAJBOOT RASHTRA,HINDI,MONTHLY,BHOPAL,0,0,"99,201"
37,2082.0,MAJOR TIMES,HINDI,DAILY(M),BHOPAL,0,"15,360","4,541"
38,2083.0,MARUTI EXPRESS,HINDI,DAILY(M),BHOPAL,0,"89,918","6,143"
39,2084.0,MISSION-100,HINDI,MONTHLY,BHOPAL,"13,593","13,728","6,514"
40,2085.0,NADEEM,URDU,DAILY(M),BHOPAL,"357,883","88,393","23,681"
41,2086.0,NAI DUNIYA,HINDI,DAILY(M),BHOPAL,"1,449,140","2,123,279","680,289"
42,2087.0,NAV BHARAT,HINDI,DAILY(M),BHOPAL,"2,724,171","2,865,467","722,918"
43,2088.0,NAV PRABHAT TIMES,HINDI,WEEKLY,BHOPAL,0,"10,348",0
44,2089.0,NAV PRADESH,HINDI,DAILY(M),BHOPAL,0,"136,717",0
45,2090.0,NAVDUNIA,HINDI,DAILY(M),BHOPAL,"2,543,828","2,217,277","565,524"
46,2091.0,NAYANARA,HINDI,MONTHLY,BHOPAL,0,"6,864",0
47,2092.0,NEWS OF HALF DAY,HINDI,DAILY(E),BHOPAL,0,"264,481","119,832"
48,2093.0,NIRMAN SHEELA,HINDI,FORTNIGHTLY,BHOPAL,0,"7,786",0
49,2094.0,NOOR E URDU,URDU,WEEKLY,BHOPAL,0,"7,786","6,467"
50,2095.0,PANDIT DEENDAYAL UPADHYAYMISSION TODAY,HINDI,MONTHLY,BHOPAL,0,"13,728","6,514"
51,2096.0,PARIWARIK DASTAK,HINDI,DAILY(M),BHOPAL,0,"21,146","17,255"
52,2097.0,PATRAKAR SANGH OF MADHYAPRADESH,HINDI,FORTNIGHTLY,BHOPAL,0,"6,496",0
53,2098.0,PATRIKA,HINDI,DAILY(M),BHOPAL,"18,901,717","13,380,145","5,097,812"
54,2099.0,PEOPLES SAMACHAR,HINDI,DAILY(M),BHOPAL,"4,998,320","2,183,850","381,564"
55,2100.0,PHIR EK SAFAR,HINDI,MONTHLY,BHOPAL,0,"5,211",0
56,2101.0,POLICE SANDESH,HINDI,MONTHLY,BHOPAL,0,"10,243","6,791"
57,2102.0,POWER GALLERY,HINDI,MONTHLY,BHOPAL,0,"13,791","7,184"
58,2103.0,PRABHAT PARIKRAMA,HINDI,DAILY(M),BHOPAL,"21,615","20,783","6,143"
59,2104.0,PRADESH KI HALCHAL,HINDI,DAILY(E),BHOPAL,"363,555","96,013","9,413"
60,2105.0,PRADESH TIMES (E),HINDI,DAILY(M),BHOPAL,"153,282","70,454","36,060"
61,2106.0,PRADESH TODAY,HINDI,DAILY(M),BHOPAL,"13,954,959","7,639,744","1,748,067"
0,2108.0,PRAJA PARKHI,HINDI,WEEKLY,BHOPAL,0,"3,893",0
1,2109.0,PRAKASH BHARTI,HINDI,DAILY(M),BHOPAL,"30,311",0,0
2,2110.0,PURNVIRAM,HINDI,DAILY(M),BHOPAL,0,"16,524","7,796"
3,2111.0,RAHEEL,HINDI,WEEKLY,BHOPAL,0,"3,893","4,865"
4,2112.0,RAJ EXPRESS BHOPAL,HINDI,DAILY(M),BHOPAL,"11,710,027","8,733,594","3,603,408"
5,2113.0,RAJDHANI HULCHAL,HINDI,WEEKLY,BHOPAL,0,"3,893",0
6,2114.0,RAMBHA TIMES,HINDI,WEEKLY,BHOPAL,0,"10,348",0
7,2115.0,RANG MAHAL TIMES,HINDI,WEEKLY,BHOPAL,0,"5,174",0
8,2116.0,RASHTRIYA GARIMA,HINDI,DAILY(M),BHOPAL,"17,501","21,939",0
9,2117.0,RASHTRIYA HINDI MAIL,HINDI,DAILY(M),BHOPAL,"530,735","56,187","158,718"
10,2118.0,RASHTRIYA JANVAKTA,HINDI,DAILY(E),BHOPAL,0,0,"6,143"
11,2119.0,RESEARCH TODAY,HINDI,DAILY(M),BHOPAL,0,0,"6,143"
12,2120.0,ROG NIDAN,HINDI,MONTHLY,BHOPAL,0,"10,243","6,791"
13,2121.0,ROZGAR AUR NIRMAN,HINDI,WEEKLY,BHOPAL,"142,447","190,951",0
14,2122.0,SAATWAN FALAK,HINDI,MONTHLY,BHOPAL,0,"6,864",0
15,2123.0,SACH EXPRESS,HINDI,DAILY(M),BHOPAL,0,"31,143","7,796"
16,2124.0,SAEBAN,URDU,DAILY(M),BHOPAL,"452,224","324,610","251,062"
17,2125.0,SAHI KHABAR,HINDI,DAILY(M),BHOPAL,0,0,"6,143"
18,2126.0,SAMAY JAGAT,HINDI,DAILY(M),BHOPAL,"443,322","252,960","17,165"
19,2127.0,SAMAY SAKHSI,HINDI,MONTHLY,BHOPAL,0,"3,805","6,514"
20,2128.0,SAMEER TIMES,HINDI,WEEKLY,BHOPAL,0,0,"4,865"
21,2129.0,SANDHYA DAINIK 6 PM,HINDI,DAILY(E),BHOPAL,"678,452","360,359","118,064"
22,2130.0,SANDHYA PAHAL,HINDI,DAILY(E),BHOPAL,0,"34,869","43,134"
23,2131.0,SATTA SUDHAR,HINDI,DAILY(M),BHOPAL,0,"51,846","9,413"
24,2132.0,SAYEENKALEN SWADESH,HINDI,DAILY(E),BHOPAL,"286,023","326,760","53,003"
25,2133.0,SHAM TAK SAMACHAR,HINDI,DAILY(E),BHOPAL,"106,621","22,748","6,143"
26,2134.0,SHIV BHARAT,HINDI,MONTHLY,BHOPAL,0,0,"42,295"
27,2135.0,SIDDHNATH,HINDI,WEEKLY,BHOPAL,0,"10,348",0
28,2136.0,SIYASI INQUILAB,URDU,DAILY(M),BHOPAL,"135,042","83,867","28,198"
29,2137.0,SOOFI TIMES,HINDI,MONTHLY,BHOPAL,0,"13,728",0
30,2138.0,SPORTS TRACK,HINDI,MONTHLY,BHOPAL,0,"5,211",0
31,2139.0,STAR SAMACHAR,HINDI,DAILY(M),BHOPAL,"49,912","36,419","9,413"
32,2140.0,SUBAHA SAVERE,HINDI,DAILY(M),BHOPAL,"138,970","75,967","12,076"
33,2141.0,SUYASH SANDESH,HINDI,MONTHLY,BHOPAL,0,"6,864",0
34,2142.0,SWADESH,HINDI,DAILY(M),BHOPAL,"1,360,464","2,800,531","919,317"
35,2143.0,SWASTHYA SANJEEVANI,HINDI,MONTHLY,BHOPAL,0,"13,728","6,514"
36,2144.0,SWATANTRA SAMAY,HINDI,DAILY(M),BHOPAL,"22,336","336,510","126,595"
37,2145.0,TARUN ABHIYAN,HINDI,DAILY(M),BHOPAL,0,0,"7,796"
38,2146.0,TATPAR,HINDI,MONTHLY,BHOPAL,"13,189","13,728","6,514"
39,2147.0,THE HITAVADA,ENGLISH,DAILY(M),BHOPAL,"570,637","482,953","307,268"
40,2148.0,THE LOOK,HINDI,DAILY(M),BHOPAL,0,"91,457","62,707"
41,2149.0,THE PIONEER,ENGLISH,DAILY(M),BHOPAL,"713,792","2,025,896","1,076,652"
42,2150.0,THE TIMES OF INDIA,ENGLISH,DAILY(M),BHOPAL,"1,136,377","1,725,904","669,286"
43,2151.0,UDAY SANDESH,HINDI,DAILY(M),BHOPAL,0,"6,143",0
44,2152.0,UGRA VICHAR,HINDI,DAILY(M),BHOPAL,"18,177","7,189",0
45,2153.0,UPBHOKTA SHAKTI,HINDI,MONTHLY,BHOPAL,0,"5,812","5,189"
46,2154.0,URDU ACTION,URDU,DAILY(M),BHOPAL,"391,669","392,697","177,051"
47,2155.0,VICHAR PREM KE,HINDI,WEEKLY,BHOPAL,0,"7,786","6,467"
48,2156.0,VICHAR SHILPI,HINDI,WEEKLY,BHOPAL,0,"10,348",0
49,2157.0,VICHITRA VINOD,HINDI,WEEKLY,BHOPAL,0,"10,348","6,467"
50,2158.0,VIJAY MAT,HINDI,DAILY(M),BHOPAL,"46,069","819,428","208,594"
51,2159.0,VINAY UJALA,HINDI,DAILY(M),BHOPAL,"253,542","53,578","9,413"
52,2160.0,Y B,ENGLISH,FORTNIGHTLY,BHOPAL,0,"52,798","35,327"
53,2161.0,YALGAR TIMES,URDU,DAILY(M),BHOPAL,"250,414","45,648","18,670"
54,2162.0,YASH BHARAT,HINDI,DAILY(E),BHOPAL,0,"22,748","23,533"
55,2163.0,YUG PRADESH,HINDI,DAILY(M),BHOPAL,"68,569","377,988","227,895"
56,2164.0,URDU ACTION,URDU,DAILY(M),BURHANPUR,"448,689","456,652","93,294"
57,2165.0,APKI BAAT,HINDI,MONTHLY,CHHATARPUR,0,"3,707",0
58,2166.0,CHHATARPUR BHRAMAN,HINDI,DAILY(M),CHHATARPUR,"8,170","19,098","13,623"
59,2167.0,CHHATARPUR TIMES,HINDI,DAILY(E),CHHATARPUR,0,"28,489","6,143"
60,2168.0,DAINIK BHASKAR,HINDI,DAILY(M),CHHATARPUR,0,801,"38,175"
61,2169.0,FAULADI KALAM,HINDI,DAILY(M),CHHATARPUR,"270,660","169,941","7,796"
62,2170.0,JANHIT DARSHAN,HINDI,DAILY(M),CHHATARPUR,"120,556","407,502","125,993"
63,2171.0,KRISHNA KRANTI,HINDI,DAILY(M),CHHATARPUR,"335,133","375,920","121,986"
64,2172.0,MANGALMAY,HINDI,DAILY(M),CHHATARPUR,"81,211","71,085","7,796"
65,2173.0,NEW RASHTRA BHRAMAN,HINDI,DAILY(M),CHHATARPUR,"30,332",0,"6,143"
0,2175.0,RAJ KI DUNIYA,HINDI,DAILY(M),CHHATARPUR,"448,601","401,893","81,742"
1,2176.0,SHUBH BHARAT,HINDI,DAILY(M),CHHATARPUR,0,0,"6,143"
2,2177.0,VINDHYA SHAKTI,HINDI,DAILY(M),CHHATARPUR,"247,801","412,141","39,027"
3,2178.0,DAINIK BHASKAR,HINDI,DAILY(M),CHHINDWARA,"1,154,559","912,242","406,477"
4,2179.0,DIVYA EXPRESS,HINDI,DAILY(M),CHHINDWARA,"379,471","852,417","220,059"
5,2180.0,JABALPUR EXPRESS,HINDI,DAILY(M),CHHINDWARA,"1,858,394","1,083,408","324,172"
6,2181.0,NAV BHARAT,HINDI,DAILY(M),CHHINDWARA,0,0,"86,724"
7,2182.0,PRADESH TODAY,HINDI,DAILY(M),CHHINDWARA,"366,105","223,946","37,254"
8,2183.0,RAJ EXPRESS,HINDI,DAILY(M),CHHINDWARA,0,"1,174,630","316,219"
9,2184.0,THE OCEAN NEWS POINT,HINDI,WEEKLY,CHHINDWARA,0,"3,893","22,321"
10,2185.0,UDAYACHI BAAT,MARATHI,DAILY(M),CHHINDWARA,"30,755","36,739","6,143"
11,2186.0,NEW RASHTRA BHRAMAN,HINDI,DAILY(M),DAMOH,"599,398","331,858","84,513"
12,2187.0,SATTA SUDHAR,HINDI,DAILY(M),DATIA,"395,162","399,821","21,042"
13,2188.0,UDAY DESH,HINDI,DAILY(E),DATIA,"17,028","24,397","6,143"
14,2189.0,DAINIK DEWASDOOT,HINDI,DAILY(M),DEWAS,"16,171","24,225","24,141"
15,2190.0,DEWAS ANCHAL,HINDI,WEEKLY,DEWAS,0,"6,496","6,467"
16,2191.0,DEWAS DANG,HINDI,DAILY(M),DEWAS,"38,689","15,360","6,143"
17,2192.0,DEWAS DARPAN,HINDI,DAILY(M),DEWAS,"368,071","274,389","63,645"
18,2193.0,HELLO CITY HALCHAL,HINDI,DAILY(M),DEWAS,"61,087","58,648","6,143"
19,2194.0,SATYAKAAR,HINDI,DAILY(E),DEWAS,"299,133","59,795","9,413"
20,2195.0,CHAITANYA LOK,HINDI,DAILY(M),DHAR,"1,007,218","666,440","161,165"
21,2196.0,MADHYA JANDARSHAN,HINDI,DAILY(E),GUNA,"568,870","164,850","83,608"
22,2197.0,MADHYA SWADESH GUNA,HINDI,DAILY(M),GUNA,"486,212","1,089,014","471,358"
23,2198.0,PRAKASHAN AALAAP,HINDI,DAILY(E),GUNA,0,"42,526","7,796"
24,2199.0,ACHARAN,HINDI,DAILY(M),GWALIOR,"1,654,168","1,246,929","178,754"
25,2200.0,AJAY BHARAT,HINDI,DAILY(M),GWALIOR,"107,154","151,583","120,772"
26,2201.0,AKCHARPATH,HINDI,DAILY(E),GWALIOR,"32,315","21,146","4,541"
27,2202.0,AMRIT INDIA,HINDI,DAILY(M),GWALIOR,"57,972","43,878",0
28,2203.0,ARJUN TIMES,ENGLISH,DAILY(M),GWALIOR,0,"476,789","52,338"
29,2204.0,BHARAT MAT,HINDI,DAILY(E),GWALIOR,"260,403","178,650","9,413"
30,2205.0,BHARTIYA MANAVTA,HINDI,DAILY(M),GWALIOR,"18,873",0,0
31,2206.0,CHAMBAL VANI,HINDI,DAILY(M),GWALIOR,0,"6,143","6,143"
32,2207.0,DABANG DUNIYA,HINDI,DAILY(M),GWALIOR,"2,183,749","1,724,985","341,186"
33,2208.0,DAINIK BHASKAR,HINDI,DAILY(M),GWALIOR,"3,298,370","3,388,483","1,806,785"
34,2209.0,DAINIK CHAMBAL SURKHI,HINDI,DAILY(M),GWALIOR,"61,535","89,261","89,354"
35,2210.0,DAINIK NIRANJAN,HINDI,DAILY(M),GWALIOR,"18,594","79,211","9,413"
36,2211.0,DHRUV SAMACHAR,HINDI,DAILY(M),GWALIOR,0,"78,123","9,413"
37,2212.0,DISCOVER.COM,ENGLISH,MONTHLY,GWALIOR,0,"9,497","19,188"
38,2213.0,DISCOVER.COM,ENGLISH,DAILY(M),GWALIOR,"25,559","30,970","9,413"
39,2214.0,EXPRESS NEWS,HINDI,DAILY(M),GWALIOR,"999,245","315,597","55,585"
40,2215.0,GHAR SANSAR,HINDI,DAILY(M),GWALIOR,"91,509","50,552","6,143"
41,2216.0,GRAMEEN BHASKAR,HINDI,MONTHLY,GWALIOR,0,"8,572",0
42,2217.0,GRAMIN SAHARA,HINDI,DAILY(M),GWALIOR,"46,775","28,489","6,143"
43,2218.0,GWALIOR BHOOMI,HINDI,DAILY(M),GWALIOR,"200,449","191,490","64,784"
44,2219.0,GWALIOR HALCHAL,HINDI,DAILY(E),GWALIOR,"15,227","69,951","193,284"
45,2220.0,GWALIOR SANDHYA VARTA,HINDI,DAILY(E),GWALIOR,"30,454","31,856","9,413"
46,2221.0,HINDU SAMVRIDHI,HINDI,DAILY(E),GWALIOR,"195,258","602,054","126,300"
47,2222.0,HINDUSTAN EXPRESS,HINDI,DAILY(M),GWALIOR,"77,524","201,059","11,997"
48,2223.0,INDIA SHAM TAK,HINDI,DAILY(E),GWALIOR,0,"6,143","6,143"
49,2224.0,JAGAT VAANI,URDU,DAILY(M),GWALIOR,0,"28,446","7,796"
50,2225.0,JAN PRAVAH,HINDI,WEEKLY,GWALIOR,0,"7,786",0
51,2226.0,MADHYA BHARAT KRISHAKBHARTI,HINDI,MONTHLY,GWALIOR,0,"10,422","6,514"
52,2227.0,MADHYA JANDARSHAN,HINDI,DAILY(E),GWALIOR,"136,927","354,461","34,122"
53,2228.0,MADHYARAJYA,HINDI,DAILY(M),GWALIOR,"355,870","316,270","122,853"
54,2229.0,NAGAR CHINGARI,HINDI,DAILY(M),GWALIOR,"10,336","31,856","28,447"
55,2230.0,NAI DUNIYA,HINDI,DAILY(M),GWALIOR,"2,102,681","2,544,811","969,874"
56,2231.0,NAV BHARAT,HINDI,DAILY(M),GWALIOR,0,0,"6,350"
57,2232.0,NAVPRABHAT,HINDI,DAILY(M),GWALIOR,"476,007","780,802","96,206"
58,2233.0,PAL BHARTI,HINDI,MONTHLY,GWALIOR,0,"8,572",0
59,2234.0,PATRIKA,HINDI,DAILY(M),GWALIOR,"5,755,825","2,559,784","751,146"
60,2235.0,PEOPLES SAMACHAR,HINDI,DAILY(M),GWALIOR,"701,171","549,193","85,317"
61,2236.0,PRADESH TODAY,HINDI,DAILY(E),GWALIOR,"3,578,458","2,928,525","955,645"
62,2237.0,RAJ EXPRESS,HINDI,DAILY(M),GWALIOR,"14,575,149","4,642,924","3,201,852"
63,2238.0,SANDHYA PAHAL,HINDI,DAILY(E),GWALIOR,0,"6,143","51,981"
64,2239.0,SARTHI EXPRESS,HINDI,WEEKLY,GWALIOR,0,"7,789","4,865"
0,2241.0,SHRAM SADHANA,HINDI,DAILY(E),GWALIOR,0,"18,580","7,796"
1,2242.0,SHRAM SADHNA,HINDI,WEEKLY,GWALIOR,0,0,"9,737"
2,2243.0,SUDARSHAN EXPRESS,HINDI,DAILY(E),GWALIOR,"161,231","140,685","32,600"
3,2244.0,SWADESH GWALIOR,HINDI,DAILY(M),GWALIOR,"5,905,791","4,300,454","1,888,160"
4,2245.0,SWATANTRA SAMAY,HINDI,DAILY(M),GWALIOR,0,"15,504","35,769"
5,2246.0,UDAY DESH,HINDI,DAILY(E),GWALIOR,"7,568","22,083","6,143"
6,2247.0,UDGAR,HINDI,DAILY(M),GWALIOR,0,0,"6,143"
7,2248.0,UNIQUE TODAY,HINDI,WEEKLY,GWALIOR,"66,120","6,739","6,467"
8,2249.0,VRAJ SANDHYA,HINDI,DAILY(E),GWALIOR,"5,489","13,313","6,143"
9,2250.0,ZARA SAMACHAR,URDU,DAILY(M),GWALIOR,"1,718,395","1,678,019","284,840"
10,2251.0,ANOKHA TEER,HINDI,DAILY(M),HARDA,"346,794","384,643","133,693"
11,2252.0,AMRIT DARSHAN,HINDI,DAILY(M),HOSHANGABAD,"323,700","208,050","157,243"
12,2253.0,DAINIK BHASKAR,HINDI,DAILY(M),HOSHANGABAD,"533,246","830,770","263,626"
13,2254.0,ITARASI REPORTER,HINDI,WEEKLY,HOSHANGABAD,0,"10,348",0
14,2255.0,JAGEER TIMES,HINDI,DAILY(M),HOSHANGABAD,"155,872","217,072","29,866"
15,2256.0,KSHITIJ KIRAN,HINDI,DAILY(M),HOSHANGABAD,"789,109","572,483","165,974"
16,2257.0,NAGAR KATHA,HINDI,WEEKLY,HOSHANGABAD,0,"6,496",0
17,2258.0,PIPRIA PRAKASH,HINDI,WEEKLY,HOSHANGABAD,0,"7,786","4,865"
18,2259.0,PRADESH TIMES,HINDI,DAILY(M),HOSHANGABAD,0,0,"17,390"
19,2260.0,PRADESH TODAY,HINDI,DAILY(M),HOSHANGABAD,0,0,"109,390"
20,2261.0,AAJ KA DON,HINDI,WEEKLY,INDORE,0,"5,174","4,865"
21,2262.0,AAJ KA TIRANGA,HINDI,WEEKLY,INDORE,0,"3,893","4,865"
22,2263.0,AAJ KI JANTA,HINDI,WEEKLY,INDORE,0,"7,786",0
23,2264.0,AGAAZ -E- CHANDAN,HINDI,DAILY(M),INDORE,"7,568","20,783","4,541"
24,2265.0,AGNIBAN,HINDI,DAILY(E),INDORE,"6,710,198","4,045,462","1,263,061"
25,2266.0,AKSHAR VISHV,HINDI,DAILY(M),INDORE,"158,559","41,071","9,413"
26,2267.0,APNI DUNIYA,HINDI,DAILY(E),INDORE,"73,968","86,903","7,796"
27,2268.0,AWANTIKA,HINDI,DAILY(M),INDORE,"1,564,713","1,719,148",0
28,2269.0,BALWAS TIMES,HINDI,DAILY(M),INDORE,0,"95,552","12,182"
29,2270.0,CHAITANYA LOK,HINDI,DAILY(M),INDORE,"64,613","238,550","9,413"
30,2271.0,CHOUTHA SANSAR,HINDI,DAILY(M),INDORE,"163,299","202,822","20,279"
31,2272.0,CITY BLAST,HINDI,DAILY(E),INDORE,0,"36,286","9,413"
32,2273.0,CITY TODAY,HINDI,DAILY(M),INDORE,"66,750","277,354","11,216"
33,2274.0,D N N TIMES,HINDI,DAILY(E),INDORE,0,"30,716","6,143"
34,2275.0,DABANG DUNIYA,HINDI,DAILY(M),INDORE,"7,500,289","4,844,937","1,684,944"
35,2276.0,DABANG DUNIYA 2,HINDI,DAILY(E),INDORE,0,0,"17,260"
36,2277.0,DAINIK BHASKAR,HINDI,DAILY(M),INDORE,"12,440,955","6,589,097","2,870,081"
37,2278.0,DOPAHAR,HINDI,DAILY(E),INDORE,"87,116","122,470","9,413"
38,2279.0,ESTATE EXPRESS,HINDI,DAILY(M),INDORE,"152,471","22,748","6,143"
39,2280.0,FREE PRESS,ENGLISH,DAILY(M),INDORE,"1,766,204","953,469","548,937"
40,2281.0,GLOBAL HERALD,HINDI,DAILY(M),INDORE,"176,630","1,073,035","34,808"
41,2282.0,GRAM DEEP,HINDI,MONTHLY,INDORE,0,"5,433",0
42,2283.0,GRAM SANSKRUTI,HINDI,MONTHLY,INDORE,"56,342","81,781","14,527"
43,2284.0,HELLO HINDUSTAN,HINDI,DAILY(E),INDORE,0,0,"9,413"
44,2285.0,INDEPENDENT MAIL,HINDI,DAILY(M),INDORE,0,"49,789","4,541"
45,2286.0,INDORE BHRAMAN,HINDI,WEEKLY,INDORE,0,0,"3,507"
46,2287.0,INDORE SAMACHAR,HINDI,DAILY(M),INDORE,"797,560","837,928","226,106"
47,2288.0,JANAMAT NAZAR,HINDI,WEEKLY,INDORE,0,"7,786","4,865"
48,2289.0,JANUDAN,HINDI,MONTHLY,INDORE,0,0,"5,189"
49,2290.0,KRANTI KATHAN,HINDI,WEEKLY,INDORE,0,0,"4,865"
50,2291.0,KRASHI OMKAR,HINDI,MONTHLY,INDORE,"17,097",0,0
51,2292.0,MALAV SUCHANA,HINDI,WEEKLY,INDORE,0,"7,786","4,865"
52,2293.0,NAI DUNIYA,HINDI,DAILY(M),INDORE,"23,646,245","10,856,428","5,591,444"
53,2294.0,NAV BHARAT,HINDI,DAILY(M),INDORE,0,"727,795","820,879"
54,2295.0,NEWS TODAY,HINDI,DAILY(E),INDORE,"32,771","52,976","9,413"
55,2296.0,NIRNAYAK,HINDI,DAILY(M),INDORE,"283,141","121,698","6,143"
56,2297.0,PARIVARIK DASTAK,HINDI,DAILY(M),INDORE,"37,710","30,092","23,344"
57,2298.0,PATRIKA,HINDI,DAILY(M),INDORE,"15,949,295","7,539,746","3,026,441"
58,2299.0,PEOPLES SAMACHAR,HINDI,DAILY(M),INDORE,"4,434,566","2,124,430","224,155"
59,2300.0,PORWAL VANI,HINDI,MONTHLY,INDORE,0,0,"3,834"
60,2301.0,PRABHAT KIRAN,HINDI,DAILY(E),INDORE,"2,997,019","1,879,136","632,618"
61,2302.0,PRABHAT SANDESH,HINDI,DAILY(M),INDORE,0,"20,783","6,143"
62,2303.0,PRADESH TODAY,HINDI,DAILY(E),INDORE,"3,958,069","946,964","473,829"
63,2304.0,PRASARAN,HINDI,DAILY(E),INDORE,"686,366","114,988","8,853"
64,2305.0,RAJ EXPRESS,HINDI,DAILY(M),INDORE,"11,258,894","7,014,958","3,342,328"
0,2307.0,RASHTRIYA HINDI MAIL,HINDI,DAILY(M),INDORE,"422,154","86,571","59,905"
1,2308.0,SANDHYA DAINIK 6 PM,HINDI,DAILY(E),INDORE,"230,714","560,374","205,941"
2,2309.0,SETU SANKALP,HINDI,DAILY(M),INDORE,"22,179","20,783","6,143"
3,2310.0,SHIV PRABHA GANESH,HINDI,MONTHLY,INDORE,0,"12,506","6,514"
4,2311.0,SINSHIT KHETI,HINDI,WEEKLY,INDORE,0,"7,786",0
5,2312.0,SUBAH SAVERE,HINDI,DAILY(M),INDORE,"82,499","189,257","51,936"
6,2313.0,SWADESH INDORE,HINDI,DAILY(M),INDORE,"374,220","1,044,803","538,418"
7,2314.0,THE TIMES OF INDIA,ENGLISH,DAILY(M),INDORE,"872,748","1,378,675","453,174"
8,2315.0,THE WEEKLY SPUTNIK,HINDI,WEEKLY,INDORE,0,"10,348",0
9,2316.0,VINAY UJALA,HINDI,DAILY(M),INDORE,0,"79,207","9,413"
10,2317.0,YUG PRABHAT,HINDI,WEEKLY,INDORE,0,0,"27,565"
11,2318.0,AGNIBAN,HINDI,DAILY(E),JABALPUR,"272,570","326,762","43,812"
12,2319.0,AGRADOOT,HINDI,DAILY(E),JABALPUR,"42,138","32,016","6,143"
13,2320.0,BHIND NIGHT,HINDI,DAILY(E),JABALPUR,"2,034,547","394,766","89,777"
14,2321.0,CITY TODAY JABALPUR,HINDI,DAILY(M),JABALPUR,0,"9,413","17,165"
15,2322.0,DABANG DUNIYA,HINDI,DAILY(M),JABALPUR,"4,864,176","1,450,843","268,603"
16,2323.0,DAINIK BHASKAR,HINDI,DAILY(M),JABALPUR,"20,000,333","9,845,286","6,504,539"
17,2324.0,DESH BANDHU,HINDI,DAILY(M),JABALPUR,"670,031","1,203,957","415,221"
18,2325.0,DOST SAVDHAN,HINDI,DAILY(M),JABALPUR,0,"23,673","6,143"
19,2326.0,HARI BHOOMI,HINDI,DAILY(M),JABALPUR,"2,807,615","3,975,468","1,533,708"
20,2327.0,INDEPENDENT MAIL,HINDI,DAILY(M),JABALPUR,0,"14,825","4,541"
